record_id,source_table,image_url,human_calculated_rating,human_rating_count,a_provider,a_model,a_quality,a_is_sunset,a_confidence,a_has_clouds,a_color_palette,a_obstruction,a_error,b_provider,b_model,b_quality,b_is_sunset,b_confidence,b_has_clouds,b_color_palette,b_obstruction,b_error,delta_quality,rated_at
73745,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4443/1771876789162.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,True,"Gray, white, and muted tones",fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,True,"gray, white, overcast",,,0.0,2026-05-04T06:11:47.820977+00:00
74339,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/548/1772030089802.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,True,uniform gray and white,fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,uniform gray-white overcast,fog,,0.0,2026-05-04T06:11:47.821007+00:00
74933,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8695193/1772177869819.jpg,,0,anthropic,claude-haiku-4-5,0.55,True,0.85,True,warm orange and golden tones transitioning to pale blue-gray sky,,,anthropic,claude-sonnet-4-5,0.35,True,0.8,False,pale orange and yellow fading to gray-blue,,,0.20000000000000007,2026-05-04T06:11:47.821035+00:00
75527,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3967/1772320609352.jpg,,0,anthropic,claude-haiku-4-5,0.05,False,0.95,False,uniform gray,fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"monochrome gray, no visible sky colors",fog,,0.05,2026-05-04T06:11:47.821069+00:00
76122,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/400/1772468449218.jpg,1.00,1,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"black, dark gray",,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"black, very dark with minimal visibility",,,0.0,2026-05-04T06:11:47.821104+00:00
76716,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1854/1772610648896.jpg,3.00,1,anthropic,claude-haiku-4-5,0.05,False,0.95,True,"Gray, white, and muted beige tones",fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"uniform gray, heavy fog obscuring sky",fog,,0.05,2026-05-04T06:11:47.821137+00:00
77310,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4443/1772741089995.jpg,5.00,1,anthropic,claude-haiku-4-5,0.65,True,0.85,True,"Golden orange and yellow sun with blue-gray sky, warm light casting long shadows across snowy landscape",,,anthropic,claude-sonnet-4-5,0.45,True,0.75,False,"pale yellow, white, light blue with bright sun",,,0.2,2026-05-04T06:11:47.821178+00:00
77904,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1772891583646.jpg,1.00,1,anthropic,claude-haiku-4-5,0.65,True,0.85,True,"Dark gray and charcoal sky with orange and amber glow on horizon, transitioning to deep blue-gray overhead",,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"dark gray, black, nighttime",,,0.65,2026-05-04T06:11:47.821204+00:00
78498,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/544/1773040742957.jpg,1.00,1,anthropic,claude-haiku-4-5,0.05,False,0.95,False,uniform blue-gray,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"dark blue-gray, uniform overcast",,,0.05,2026-05-04T06:11:47.821229+00:00
79093,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7840/1773181620920.jpg,1.00,1,anthropic,claude-haiku-4-5,0.0,False,0.95,False,blue sky with natural daylight,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,pale blue-gray daytime sky,,,0.0,2026-05-04T06:11:47.821266+00:00
79687,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1773310651221.jpg,,0,anthropic,claude-haiku-4-5,0.45,True,0.75,True,"orange, pink, and gray with muted tones",,,anthropic,claude-sonnet-4-5,0.35,True,0.75,True,pale orange and gray with muted warm tones near horizon,,,0.10000000000000003,2026-05-04T06:11:47.821290+00:00
80281,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3997423/1773429238993.jpg,5.00,1,anthropic,claude-haiku-4-5,0.35,True,0.75,True,"pale yellow, gray, muted orange tones",fog,,anthropic,claude-sonnet-4-5,0.25,True,0.75,False,pale yellow-gray gradient fading to dark gray,,,0.09999999999999998,2026-05-04T06:11:47.821319+00:00
80875,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16377321/1773439643710.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,dark purple and black night sky,,,anthropic,claude-sonnet-4-5,0.0,False,1.0,False,"dark night sky, artificial street lighting",,,0.0,2026-05-04T06:11:47.821346+00:00
81470,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10503/1773446123390.jpg,,0,anthropic,claude-haiku-4-5,0.65,True,0.85,True,"warm golden and orange tones transitioning to pale blue and gray, with soft peachy highlights on clouds",,,anthropic,claude-sonnet-4-5,0.45,True,0.75,True,soft peach and pink tones with gray-blue mountains,,,0.2,2026-05-04T06:11:47.821379+00:00
82064,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3601639/1773452606105.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,black/dark gray,,,anthropic,claude-sonnet-4-5,0.0,False,1.0,False,completely black,,,0.0,2026-05-04T06:11:47.821400+00:00
82658,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13119581/1773459267654.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,black and dark gray,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,black and dark gray with distant artificial lights,,,0.0,2026-05-04T06:11:47.821437+00:00
83252,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4874034/1773467784698.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,uniform gray,fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,True,uniform gray overcast,fog,,0.0,2026-05-04T06:11:47.821468+00:00
83846,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12840548/1773479671475.jpg,,0,anthropic,claude-haiku-4-5,0.05,False,0.95,False,nearly black with faint distant lights,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,black sky with distant artificial lights,,,0.05,2026-05-04T06:11:47.821507+00:00
84441,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9786670/1773486579707.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"gray, overcast, dim",,,anthropic,claude-sonnet-4-5,0.0,False,1.0,False,gray overcast,,,0.0,2026-05-04T06:11:47.821565+00:00
85035,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3137717/1773492876705.jpg,,0,anthropic,claude-haiku-4-5,0.45,True,0.75,True,"warm golden and orange tones with pale blue sky, soft peachy hues near horizon",,,anthropic,claude-sonnet-4-5,0.35,True,0.75,False,pale blue-gray with soft peachy-orange glow near horizon,,,0.10000000000000003,2026-05-04T06:11:47.821599+00:00
85629,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3552381/1773502051427.jpg,,0,anthropic,claude-haiku-4-5,0.35,True,0.72,True,pale orange and gray with muted tones,,,anthropic,claude-sonnet-4-5,0.25,True,0.75,False,pale orange and gray,,,0.09999999999999998,2026-05-04T06:11:47.821624+00:00
86223,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13473465/1773510753128.jpg,,0,anthropic,claude-haiku-4-5,0.05,False,0.95,True,"Dark gray, charcoal, black with minimal light",fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"dark gray, black, minimal artificial lighting",,,0.05,2026-05-04T06:11:47.821648+00:00
86818,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3916778/1773520771392.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"gray, overcast daytime",,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,overcast gray-white,,,0.0,2026-05-04T06:11:47.821673+00:00
87412,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3236/1773528754850.jpg,,0,anthropic,claude-haiku-4-5,0.25,True,0.75,True,"dark brown, deep orange, and black with minimal color saturation",,,anthropic,claude-sonnet-4-5,0.25,True,0.7,False,"dark brown, muted orange, deep amber",,,0.0,2026-05-04T06:11:47.821705+00:00
88006,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7437829/1773535116338.jpg,,0,anthropic,claude-haiku-4-5,0.65,True,0.85,True,warm orange and peachy tones transitioning to teal and blue upper sky,,,anthropic,claude-sonnet-4-5,0.55,True,0.85,False,orange-peach horizon transitioning to deep teal-blue sky,,,0.09999999999999998,2026-05-04T06:11:47.821727+00:00
88600,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15872738/1773657873605.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"grayscale, monochromatic",fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"grayscale, no visible sky colors",,,0.0,2026-05-04T06:11:47.821762+00:00
89194,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1773803252169.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,black and white,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"black and white, dark night sky",,,0.0,2026-05-04T06:11:47.821795+00:00
89789,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17580012/1773940412800.jpg,,0,anthropic,claude-haiku-4-5,0.65,True,0.85,True,Golden orange and yellow horizon transitioning to deep blue and gray clouds above,,,anthropic,claude-sonnet-4-5,0.72,True,0.9,True,"golden orange, soft pink, deep blue-gray, muted purple",,,0.06999999999999995,2026-05-04T06:11:47.821826+00:00
90383,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4443/1774079851939.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,monochromatic grayscale,fog,,anthropic,claude-sonnet-4-5,0.0,False,1.0,False,grayscale/monochrome - indoor lighting,building,,0.0,2026-05-04T06:11:47.821862+00:00
90977,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16102828/1774205194169.jpg,,0,anthropic,claude-haiku-4-5,0.55,True,0.75,True,golden orange and warm yellow tones with gray and white clouds against blue sky,,,anthropic,claude-sonnet-4-5,0.45,True,0.75,True,"soft golden orange, blue sky, gray clouds",,,0.10000000000000003,2026-05-04T06:11:47.821893+00:00
91571,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/400/1774335571680.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"black, dark gray",,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"black, dark gray",,,0.0,2026-05-04T06:11:47.821924+00:00
92166,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17580012/1774459173831.jpg,,0,anthropic,claude-haiku-4-5,0.55,True,0.85,True,"golden orange, soft pink, and gray-blue tones with white cloud highlights",,,anthropic,claude-sonnet-4-5,0.55,True,0.85,True,"soft orange, peach, and gray-blue tones with muted golden highlights",,,0.0,2026-05-04T06:11:47.821951+00:00
92760,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2341116/1774569692562.jpg,,0,anthropic,claude-haiku-4-5,0.05,False,0.95,False,"pale gray, washed out white",,,anthropic,claude-sonnet-4-5,0.25,True,0.75,False,pale gray-blue gradient with subtle warm tones near horizon,,,0.2,2026-05-04T06:11:47.821973+00:00
93354,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/368/1774680813170.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,"dark navy blue, artificial lighting",fog,,anthropic,claude-sonnet-4-5,0.0,False,0.95,True,dark navy blue and black with stormy clouds,,,0.0,2026-05-04T06:11:47.821997+00:00
93948,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17885510/1774792352389.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.99,False,monochromatic grayscale,fog,,anthropic,claude-sonnet-4-5,0.0,False,1.0,False,"monochrome grayscale, night vision infrared",,,0.0,2026-05-04T06:11:47.822023+00:00
94542,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/447/1774904612470.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.95,False,black with yellow artificial lights,,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,dark black with yellow artificial lights,,,0.0,2026-05-04T06:11:47.822040+00:00
95137,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7084/1775035952980.jpg,,0,anthropic,claude-haiku-4-5,0.0,False,0.99,False,"artificial white and yellow lighting, no natural sky visible",building,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,"artificial white light, brown/beige structure",building,,0.0,2026-05-04T06:11:47.822058+00:00
95731,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3702/1775162852056.jpg,,0,anthropic,claude-haiku-4-5,0.35,True,0.75,True,"pale orange, gray, and white with muted tones",,,anthropic,claude-sonnet-4-5,0.35,True,0.8,True,"muted pastels with soft pink, pale blue, and gray tones",,,0.0,2026-05-04T06:11:47.822075+00:00
96325,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4027/1775302774967.jpg,,0,anthropic,claude-haiku-4-5,0.65,True,0.85,True,"Purple, blue, and orange gradient with warm golden city lights",,,anthropic,claude-sonnet-4-5,0.0,False,0.95,False,deep blue to dark purple gradient,,,0.65,2026-05-04T06:11:47.822092+00:00
96919,webcam,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10300/1775435492525.jpg,,0,anthropic,claude-haiku-4-5,0.72,True,0.85,True,Golden yellow and white light breaking through dark gray and blue clouds,rain on lens,,anthropic,claude-sonnet-4-5,0.45,True,0.7,True,muted blue-gray with warm golden-orange glow,rain on lens,,0.26999999999999996,2026-05-04T06:11:47.822106+00:00
